kat_uzemi,upper_zoning_id,parcel_number,gml_id,areaValue_m2,beginLifespanVersion,endLifespanVersion,geometry,inspire_localId,inspire_namespace,label,nationalCadastralReference,refPoint_x,refPoint_y,refPoint_lon,refPoint_lat,validFrom,administrativeUnit_href,administrativeUnit_title,zoning_href,zoning_title,id_valuo
Modřany,728616,4400/335,CP.3064657101,203.0,2012-11-26T13:26:28Z,,-743515.03 -1051940.14 -743549.28 -1051927.9 -743552.5 -1051928.76 -743554.18 -1051932.02 -743553.03 -1051935.31 -743550.3 -1051939.15 -743547.97 -1051932.79 -743513.56 -1051945.43 -743513 -1051942.3 -743515.03 -1051940.14,CP.3064657101,CZ-00025712-CUZK_CP,4400/335,728616-4400/335,-743534.79,-1051936.28,14.428203028415037,50.007092919345695,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14886
Modřany,728616,4400/654,CP.2763979101,117.0,2012-11-26T13:26:28Z,,-743562.45 -1051925.27 -743561.14 -1051927.96 -743560.05 -1051933.41 -743558.05 -1051938.88 -743555.55 -1051941.83 -743554.05 -1051943.03 -743553.8 -1051942.36 -743551.76 -1051943.12 -743550.3 -1051939.15 -743553.03 -1051935.31 -743554.18 -1051932.02 -743552.5 -1051928.76 -743549.28 -1051927.9 -743565.17 -1051924.33 -743562.45 -1051925.27,CP.2763979101,CZ-00025712-CUZK_CP,4400/654,728616-4400/654,-743559.23,-1051930.8,14.427854824217505,50.007111794551754,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14887
Modřany,728616,4400/337,CP.3064659101,177.0,2012-11-26T13:26:28Z,,-743472.1 -1051958 -743473.89 -1051955.7 -743504.1 -1051944.22 -743506.4 -1051944.83 -743507.92 -1051946.84 -743508.07 -1051947.45 -743508.28 -1051948.01 -743504.13 -1051949.53 -743503.92 -1051948.97 -743475.31 -1051959.48 -743477.51 -1051965.49 -743476.85 -1051965.73 -743475.2 -1051965.71 -743473.96 -1051964.87 -743471.69 -1051960.11 -743472.1 -1051958,CP.3064659101,CZ-00025712-CUZK_CP,4400/337,728616-4400/337,-743492.5,-1051951.87,14.428817154097395,50.00700585240404,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14888
Modřany,728616,4400/336,CP.3064658101,32.0,2012-11-26T13:26:28Z,,-743507.92 -1051946.84 -743506.4 -1051944.83 -743504.1 -1051944.22 -743515.03 -1051940.14 -743513 -1051942.3 -743513.56 -1051945.43 -743508.07 -1051947.45 -743507.92 -1051946.84,CP.3064658101,CZ-00025712-CUZK_CP,4400/336,728616-4400/336,-743510.55,-1051944.64,14.428553941761326,50.00704814458427,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14889
Modřany,728616,4400/546,CP.2180701101,57.0,2012-11-26T13:26:28Z,,-743469.22 -1051968.52 -743476.85 -1051965.73 -743477.51 -1051965.49 -743479.62 -1051971.26 -743470.81 -1051974.37 -743468.56 -1051968.76 -743469.22 -1051968.52,CP.2180701101,CZ-00025712-CUZK_CP,4400/546,728616-4400/546,-743474.2,-1051970.48,14.4291054485639,50.00686249863765,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14890
Modřany,728616,4400/338,CP.3064660101,63.0,2012-11-26T13:26:28Z,,-743469.22 -1051968.52 -743467.83 -1051964.98 -743465.62 -1051962.5 -743462.09 -1051962.61 -743473.89 -1051955.7 -743472.1 -1051958 -743471.69 -1051960.11 -743473.96 -1051964.87 -743475.2 -1051965.71 -743476.85 -1051965.73 -743469.22 -1051968.52,CP.3064660101,CZ-00025712-CUZK_CP,4400/338,728616-4400/338,-743472.04,-1051965.29,14.429125438742526,50.006911374102124,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14891
Modřany,728616,3867/6,CP.29843836010,187.0,2024-11-06T09:36:20Z,,-744673.86 -1053626.77 -744676.92 -1053622.41 -744679.2 -1053618.79 -744679.55 -1053618.92 -744688.09 -1053604.44 -744697.92 -1053587.78 -744702.46 -1053579.35 -744706.23 -1053580.96 -744703.15 -1053586.75 -744696.33 -1053598.44 -744694.65 -1053597.3 -744684.73 -1053614.08 -744686.49 -1053615.07 -744683.7 -1053619.67 -744676.37 -1053630.61 -744676.2 -1053630.48 -744676.53 -1053629.58 -744676.53 -1053629.02 -744676.26 -1053628.15 -744675.77 -1053627.49 -744674.35 -1053626.95 -744673.86 -1053626.77,CP.29843836010,CZ-00025712-CUZK_CP,3867/6,728616-3867/6,-744699.64,-1053590.79,14.415252443615248,49.99092781317804,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14894
Modřany,728616,3856/43,CP.60473393010,14.0,2024-11-06T09:36:20Z,,-744642.15 -1053514.48 -744642.62 -1053512.12 -744648.27 -1053513.3 -744647.73 -1053515.68 -744642.15 -1053514.48,CP.60473393010,CZ-00025712-CUZK_CP,3856/43,728616-3856/43,-744645.06,-1053513.98,14.415860417243204,49.99167892124544,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14895
Modřany,728616,3856/21,CP.29843831010,145.0,2024-02-22T13:16:20Z,,-744688.09 -1053604.44 -744699.74 -1053581.09 -744672.5 -1053569.16 -744666.55 -1053567.57 -744667.68 -1053564.8 -744672.84 -1053565.92 -744676.4 -1053566.74 -744702.46 -1053579.35 -744697.92 -1053587.78 -744688.09 -1053604.44,CP.29843831010,CZ-00025712-CUZK_CP,3856/21,728616-3856/21,-744691.26,-1053576.43,14.415340905069526,49.99106599964665,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14896
Modřany,728616,3867/7,CP.29843837010,666.0,2024-11-06T09:36:20Z,,-744679.2 -1053618.79 -744650.15 -1053607.68 -744666.55 -1053567.57 -744672.5 -1053569.16 -744699.74 -1053581.09 -744688.09 -1053604.44 -744679.55 -1053618.92 -744679.2 -1053618.79,CP.29843837010,CZ-00025712-CUZK_CP,3867/7,728616-3867/7,-744659.77,-1053595.35,14.415811969704222,49.99093609408534,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14897
Modřany,728616,1334/41,CP.88263747010,224.0,2022-09-14T11:16:20Z,,-744662.66 -1051176.99 -744669.19 -1051176.46 -744669.9 -1051176.45 -744670.6 -1051176.54 -744671.28 -1051176.73 -744671.93 -1051177.02 -744672.48 -1051177.35 -744673.03 -1051177.8 -744673.51 -1051178.32 -744673.91 -1051178.9 -744674.23 -1051179.53 -744674.45 -1051180.2 -744674.58 -1051180.9 -744674.59 -1051181.04 -744675.54 -1051192.59 -744658.55 -1051190.4 -744658.71 -1051189.05 -744659.9 -1051179.61 -744660.02 -1051179.08 -744660.23 -1051178.57 -744660.53 -1051178.11 -744660.72 -1051177.9 -744661.13 -1051177.54 -744661.6 -1051177.27 -744662.12 -1051177.08 -744662.66 -1051176.99,CP.88263747010,CZ-00025712-CUZK_CP,1334/41,728616-1334/41,-744666.69,-1051189.33,14.411137339396252,50.01235860497268,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14900
Modřany,728616,2149/4,CP.67422228010,302.0,2025-01-03T17:06:20Z,,-743405.58 -1053527.19 -743405.18 -1053538.69 -743405.17 -1053538.99 -743404.6 -1053545.31 -743364.38 -1053508.79 -743366.06 -1053506.94 -743390.6 -1053529.22 -743398.39 -1053520.65 -743405.58 -1053527.19,CP.67422228010,CZ-00025712-CUZK_CP,2149/4,728616-2149/4,-743398.44,-1053531.97,14.433118940773767,49.9930462519876,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14905
Modřany,728616,2149/1,CP.22364102010,335.0,2024-08-27T09:16:20Z,,-743366.06 -1053506.94 -743374.56 -1053497.6 -743382.15 -1053504.51 -743392.3 -1053513.74 -743405.63 -1053525.88 -743405.58 -1053527.19 -743398.39 -1053520.65 -743390.6 -1053529.22 -743366.06 -1053506.94,CP.22364102010,CZ-00025712-CUZK_CP,2149/1,728616-2149/1,-743387.13,-1053518.46,14.433249556170384,49.99318044062693,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14906
Modřany,728616,4635/38,CP.2181142101,1001.0,2024-01-23T11:16:20Z,,-744109.24 -1052689.14 -744109.09 -1052690.34 -744114.87 -1052691.14 -744114.7 -1052692.33 -744119.62 -1052693.02 -744119.79 -1052691.83 -744125.56 -1052692.63 -744125.59 -1052692.26 -744135.85 -1052695.98 -744154.15 -1052702.62 -744172.47 -1052709.18 -744171.72 -1052714.66 -744160.31 -1052713.11 -744159.62 -1052718.93 -744156.77 -1052718.55 -744157.71 -1052712.77 -744141.54 -1052710.47 -744140.77 -1052716.28 -744138.1 -1052715.88 -744138.91 -1052710.18 -744122.74 -1052707.85 -744122.14 -1052713.71 -744119.43 -1052713.31 -744120.17 -1052707.55 -744104.05 -1052705.32 -744103.31 -1052711.02 -744100.6 -1052710.65 -744101.48 -1052704.92 -744096.29 -1052704.15 -744098.23 -1052690.04 -744100.9 -1052690.41 -744101.07 -1052689.22 -744106.84 -1052690.03 -744106.99 -1052688.78 -744109.24 -1052689.14,CP.2181142101,CZ-00025712-CUZK_CP,4635/38,728616-4635/38,-744133.26,-1052702.25,14.421388392669925,49.999536775380925,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14920
Modřany,728616,12/1,CP.2173682101,304.0,2012-11-26T13:26:28Z,,-745223.87 -1051773.95 -745224.86 -1051761.03 -745234.95 -1051761.13 -745232.95 -1051776.78 -745232.45 -1051780.64 -745231.07 -1051780.46 -745230.38 -1051785.86 -745231.77 -1051786.04 -745231.27 -1051789.93 -745241.66 -1051791.26 -745241.33 -1051793.67 -745222.84 -1051791.56 -745222.8 -1051784.99 -745223.46 -1051785.03 -745223.87 -1051773.95,CP.2173682101,CZ-00025712-CUZK_CP,12/1,728616-12/1,-745230.76,-1051776.3,14.404459052043066,50.00643807048325,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.554782,Modřany,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.728616,Praha,14925
Bystrc,611778,7459/4,CP.2372498702,11.0,2015-01-26T11:56:35Z,,-604341.74 -1157404.02 -604340.86 -1157409.16 -604340.6 -1157410.64 -604340.49 -1157411.27 -604339.45 -1157411.09 -604341.34 -1157400.28 -604342.36 -1157400.45 -604341.74 -1157404.02,CP.2372498702,CZ-00025712-CUZK_CP,7459/4,611778-7459/4,-604340.77,-1157406.27,16.518725844558997,49.21902378995318,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14930
Bystrc,611778,7462/2,CP.2372497702,11.0,2021-08-18T05:06:20Z,,-604344.17 -1157389.94 -604343.15 -1157389.77 -604345 -1157378.95 -604346.04 -1157379.12 -604344.81 -1157386.23 -604344.17 -1157389.94,CP.2372497702,CZ-00025712-CUZK_CP,7462/2,611778-7462/2,-604345.14,-1157381.14,16.518628720016224,49.2192441639929,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14931
Bystrc,611778,256,CP.1398169702,61.0,2023-11-24T09:36:20Z,,-603613.5 -1156807.61 -603612.16 -1156806.1 -603610.44 -1156804.01 -603614.61 -1156800.94 -603616.25 -1156799.41 -603618.93 -1156802.76 -603621.41 -1156805.98 -603619.78 -1156807.58 -603617.57 -1156809.3 -603615.54 -1156809.89 -603613.5 -1156807.61,CP.1398169702,CZ-00025712-CUZK_CP,256,611778-256,-603618.4,-1156806.83,16.527690754797668,49.22508788161558,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14934
Bystrc,611778,2458/13,CP.1402849702,1101.0,2012-08-29T10:46:27Z,,-605881.71 -1157606.06 -605880.62 -1157604.74 -605878 -1157601.55 -605874.5 -1157597.3 -605872.96 -1157595.43 -605870.88 -1157592.9 -605872.28 -1157591.84 -605873.5 -1157593.54 -605877.32 -1157590.71 -605876.04 -1157588.98 -605882.93 -1157583.75 -605885.37 -1157586.92 -605890.35 -1157583.14 -605900.23 -1157575.64 -605897.81 -1157572.45 -605899.96 -1157570.82 -605902.38 -1157574.01 -605907.49 -1157570.13 -605917.15 -1157562.79 -605914.73 -1157559.6 -605916.88 -1157557.97 -605919.3 -1157561.16 -605924.2 -1157557.44 -605928.35 -1157554.29 -605929.28 -1157550.07 -605928.55 -1157549.11 -605938.85 -1157541.29 -605941.16 -1157544.33 -605941.38 -1157544.62 -605931.39 -1157552.21 -605930.33 -1157557.42 -605935.76 -1157564.58 -605938.94 -1157562.16 -605941.21 -1157565.15 -605934.39 -1157570.34 -605932.54 -1157567.9 -605921.78 -1157576.07 -605923.54 -1157578.38 -605919.48 -1157581.46 -605917.72 -1157579.15 -605906.83 -1157587.38 -605908.67 -1157589.82 -605907.71 -1157590.54 -605906.2 -1157588.55 -605902.37 -1157591.5 -605902.02 -1157591.05 -605893.11 -1157597.83 -605894.85 -1157600.12 -605890.85 -1157603.17 -605889.11 -1157600.87 -605881.94 -1157606.34 -605881.71 -1157606.06,CP.1402849702,CZ-00025712-CUZK_CP,2458/13,611778-2458/13,-605907.64,-1157582.51,16.497607342000162,49.21591530412172,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14940
Bystrc,611778,5629,CP.1407671702,692.0,2015-08-11T14:46:30Z,,-608661.81 -1151950.03 -608660.35 -1151966.12 -608659.37 -1151989.47 -608634.54 -1151983.28 -608646.11 -1151947.48 -608654.68 -1151948.83 -608661.81 -1151950.03,CP.1407671702,CZ-00025712-CUZK_CP,5629,611778-5629,-608651.93,-1151976.16,16.45173205158515,49.26333278703106,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14942
Bystrc,611778,2459/185,CP.2347108702,236.0,2011-09-01T09:21:22Z,,-605813.92 -1157549.85 -605817.24 -1157552.13 -605823.06 -1157559.87 -605808.61 -1157570.83 -605810.46 -1157573.27 -605809.39 -1157574.08 -605802.96 -1157565.62 -605804.6 -1157564.37 -605805.7 -1157556.09 -605813.92 -1157549.85,CP.2347108702,CZ-00025712-CUZK_CP,2459/185,611778-2459/185,-605817.74,-1157560.98,16.498801882492433,49.21619582678071,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14953
Bystrc,611778,2459/184,CP.2347100702,10.0,2011-08-26T17:37:57Z,,-605806.42 -1157550.92 -605807.68 -1157552.58 -605803.88 -1157555.46 -605802.62 -1157553.8 -605806.42 -1157550.92,CP.2347100702,CZ-00025712-CUZK_CP,2459/184,611778-2459/184,-605805.99,-1157552.57,16.498949643511647,49.21628251334414,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14954
Bystrc,611778,2459/192,CP.2347105702,69.0,2011-08-26T17:37:57Z,,-605798.22 -1157562.06 -605802.92 -1157558.49 -605803.56 -1157559.34 -605803.01 -1157563.44 -605790.76 -1157572.74 -605788.34 -1157569.56 -605798.22 -1157562.06,CP.2347105702,CZ-00025712-CUZK_CP,2459/192,611778-2459/192,-605800.22,-1157564.1,16.499045618717954,49.21618509797916,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14955
Bystrc,611778,2459/204,CP.2347115702,31.0,2011-08-26T17:37:57Z,,-605757.81 -1157593.07 -605758.57 -1157592.5 -605764.07 -1157593.28 -605771.41 -1157602.96 -605767.48 -1157605.95 -605765.26 -1157602.99 -605768.47 -1157600.56 -605763.58 -1157594.12 -605758.82 -1157593.45 -605758.36 -1157593.8 -605757.81 -1157593.07,CP.2347115702,CZ-00025712-CUZK_CP,2459/204,611778-2459/204,-605768.29,-1157603.45,16.499540156626566,49.21586462108321,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14956
Bystrc,611778,2459/194,CP.2347107702,42.0,2011-08-26T17:37:57Z,,-605769.26 -1157584.04 -605770.06 -1157583.44 -605772.48 -1157586.62 -605765.67 -1157591.79 -605760.1 -1157591 -605764.57 -1157587.61 -605769.26 -1157584.04,CP.2347107702,CZ-00025712-CUZK_CP,2459/194,611778-2459/194,-605771.09,-1157585.56,16.499475201281086,49.21602179812143,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14957
Bystrc,611778,2459/51,CP.2219124702,284.0,2013-06-07T09:46:26Z,,-605745.2 -1157597.29 -605755.39 -1157589.57 -605756.03 -1157590.43 -605760.1 -1157591 -605765.67 -1157591.79 -605772.48 -1157586.62 -605770.06 -1157583.44 -605769.26 -1157584.04 -605766.87 -1157580.88 -605769.02 -1157579.25 -605771.42 -1157582.41 -605773.83 -1157585.59 -605789.4 -1157573.77 -605786.98 -1157570.58 -605786.09 -1157571.27 -605783.71 -1157568.13 -605785.96 -1157566.42 -605788.34 -1157569.56 -605790.76 -1157572.74 -605803.01 -1157563.44 -605803.56 -1157559.34 -605802.92 -1157558.49 -605800.55 -1157555.37 -605802.62 -1157553.8 -605803.88 -1157555.46 -605807.68 -1157552.58 -605806.42 -1157550.92 -605807.62 -1157550.01 -605808.88 -1157551.67 -605812.53 -1157548.9 -605813.92 -1157549.85 -605805.7 -1157556.09 -605804.6 -1157564.37 -605802.96 -1157565.62 -605809.39 -1157574.08 -605808.03 -1157575.11 -605806.18 -1157572.68 -605801.6 -1157566.65 -605783.84 -1157580.13 -605789.36 -1157587.4 -605790.44 -1157586.58 -605791.34 -1157587.8 -605788.93 -1157589.64 -605787.07 -1157587.19 -605782.49 -1157581.16 -605767.02 -1157592.9 -605766.86 -1157594.14 -605772.77 -1157601.93 -605771.41 -1157602.96 -605764.07 -1157593.28 -605758.57 -1157592.5 -605757.81 -1157593.07 -605757.63 -1157592.83 -605747.6 -1157600.44 -605745.2 -1157597.29,CP.2219124702,CZ-00025712-CUZK_CP,2459/51,611778-2459/51,-605754.3,-1157593.12,16.499715613434603,49.215970663564455,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14958
Bystrc,611778,2459/193,CP.2347106702,78.0,2011-08-26T17:37:57Z,,-605781.44 -1157574.8 -605786.09 -1157571.27 -605786.98 -1157570.58 -605789.4 -1157573.77 -605773.83 -1157585.59 -605771.42 -1157582.41 -605781.44 -1157574.8,CP.2347106702,CZ-00025712-CUZK_CP,2459/193,611778-2459/193,-605784.82,-1157575.78,16.499273224837584,49.21609577401932,,http://services.cuzk.cz/wfs/inspire-au-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=AU.582786,Bystrc,http://services.cuzk.cz/wfs/inspire-cp-wfs.asp?service=WFS&VERSION=2.0.0&request=GetFeature&storedQuery_id=urn:ogc:def:query:OGC-WFS::GetFeatureById&Id=CZ.611778,Brno,14959
